State,City,2010 POP,Median 2010,2011 POP,Median 2011,2012 POP,Median 2012,2013 POP,Median 2013,2014 POP,Median 2014,2015 POP,Median 2015,2016 POP,Median 2016,2017 POP,Median 2017,Brewery Name,Country,Year Established,Still in Business?,Closed?
Colorado,Boulder,98770,56456,101049,57685,102053,58244,103607,58433,105281,59448,107462,60629,107844,62520,107125,65458,Raices Brewing Co.,UNITED STATES,2016,N,Y
Colorado,Centennial,100966,56456,102345,57685,104032,58244,106408,58433,107221,59448,108848,60629,109498,62520,110250,65458,Lost Highway Brewing Company,UNITED STATES,2014,N,Y
Colorado,Centennial,100966,56456,102345,57685,104032,58244,106408,58433,107221,59448,108848,60629,109498,62520,110250,65458,Lost Highway Brewing Company,UNITED STATES,2014,N,Y
Colorado,Colorado Springs,420492,56456,427005,57685,432260,58244,437520,58433,441720,59448,448687,60629,457600,62520,464474,65458,Red Leg Brewing Company,UNITED STATES,2013,Y,N
Colorado,Colorado Springs,420492,56456,427005,57685,432260,58244,437520,58433,441720,59448,448687,60629,457600,62520,464474,65458,Cerberus Brewing,UNITED STATES,2016,Y,N
Colorado,Colorado Springs,420492,56456,427005,57685,432260,58244,437520,58433,441720,59448,448687,60629,457600,62520,464474,65458,Red Leg Brewing Company,UNITED STATES,2013,Y,N
Colorado,Colorado Springs,420492,56456,427005,57685,432260,58244,437520,58433,441720,59448,448687,60629,457600,62520,464474,65458,Cerberus Brewing,UNITED STATES,2016,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Baere Brewing Company,UNITED STATES,2014,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Beryl's Beer Co.,UNITED STATES,2013,N,Y
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Long Table Brewhouse,UNITED STATES,2017,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,De Steeg Brewing,UNITED STATES,2013,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Little Machine Beer,UNITED STATES,2015,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Cerebral Brewing,UNITED STATES,2015,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Intrepid Sojourner Beer Project,UNITED STATES,2017,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Declaration Brewing Company,UNITED STATES,2014,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Prost Brewing Company,UNITED STATES,2011,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Jagged Mountain Brewery,UNITED STATES,2013,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Stapleton Brewing,UNITED STATES,2011,N,Y
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,FERMÃNTRA,UNITED STATES,2014,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Bruz Beers,UNITED STATES,2016,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Alternation Brewing Company,UNITED STATES,2017,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Thirsty Monk Brewery,UNITED STATES,2012,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Baere Brewing Company,UNITED STATES,2014,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Beryl's Beer Co.,UNITED STATES,2013,N,Y
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Long Table Brewhouse,UNITED STATES,2017,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,De Steeg Brewing,UNITED STATES,2013,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Little Machine Beer,UNITED STATES,2015,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Cerebral Brewing,UNITED STATES,2015,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Intrepid Sojourner Beer Project,UNITED STATES,2017,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Declaration Brewing Company,UNITED STATES,2014,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Prost Brewing Company,UNITED STATES,2011,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Jagged Mountain Brewery,UNITED STATES,2013,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Stapleton Brewing,UNITED STATES,2011,N,Y
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,FERMÃNTRA,UNITED STATES,2014,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Bruz Beers,UNITED STATES,2016,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Alternation Brewing Company,UNITED STATES,2017,Y,N
Colorado,Denver,603218,56456,619356,57685,633798,58244,648049,58433,663271,59448,681618,60629,694777,62520,704621,65458,Thirsty Monk Brewery,UNITED STATES,2012,Y,N
Colorado,Erie,18273,56456,18946,57685,19548,58244,20106,58433,20869,59448,21762,60629,23031,62520,24234,65458,The Old Mine,UNITED STATES,2013,Y,N
Colorado,Estes Park,5937,56456,5988,57685,6064,58244,6119,58433,6177,59448,6253,60629,6349,62520,6339,65458,Lumpy Ridge Brewery,UNITED STATES,2015,Y,N
Colorado,Estes Park,5937,56456,5988,57685,6064,58244,6119,58433,6177,59448,6253,60629,6349,62520,6339,65458,Lumpy Ridge Brewery,UNITED STATES,2015,Y,N
Colorado,Fort Collins,145045,56456,146291,57685,149020,58244,152059,58433,156058,59448,160234,60629,162308,62520,165080,65458,1933 Brewing Company,UNITED STATES,2014,Y,N
Colorado,Fort Collins,145045,56456,146291,57685,149020,58244,152059,58433,156058,59448,160234,60629,162308,62520,165080,65458,Horse & Dragon Brewing Company,UNITED STATES,2014,Y,N
Colorado,Fort Collins,145045,56456,146291,57685,149020,58244,152059,58433,156058,59448,160234,60629,162308,62520,165080,65458,Pateros Creek Brewing Company,UNITED STATES,2010,Y,N
Colorado,Fort Collins,145045,56456,146291,57685,149020,58244,152059,58433,156058,59448,160234,60629,162308,62520,165080,65458,1933 Brewing Company,UNITED STATES,2014,Y,N
Colorado,Fort Collins,145045,56456,146291,57685,149020,58244,152059,58433,156058,59448,160234,60629,162308,62520,165080,65458,Horse & Dragon Brewing Company,UNITED STATES,2014,Y,N
Colorado,Fort Collins,145045,56456,146291,57685,149020,58244,152059,58433,156058,59448,160234,60629,162308,62520,165080,65458,Pateros Creek Brewing Company,UNITED STATES,2010,Y,N
Colorado,Frederick,8708,56456,8940,57685,9359,58244,10113,58433,10822,59448,11277,60629,12025,62520,12687,65458,Echo Brewing Company,UNITED STATES,2011,Y,N
Colorado,Frederick,8708,56456,8940,57685,9359,58244,10113,58433,10822,59448,11277,60629,12025,62520,12687,65458,Echo Brewing Company,UNITED STATES,2011,Y,N
Colorado,Montrose,19099,56456,18995,57685,18847,58244,18790,58433,18785,59448,18759,60629,19019,62520,19305,65458,Colorado Boy Pizzeria & Brewery,UNITED STATES,2013,Y,N
Colorado,Montrose,19099,56456,18995,57685,18847,58244,18790,58433,18785,59448,18759,60629,19019,62520,19305,65458,Colorado Boy Pizzeria & Brewery,UNITED STATES,2013,Y,N
Colorado,Silverthorne,3918,56456,3918,57685,3959,58244,4040,58433,4254,59448,4372,60629,4516,62520,4658,65458,Angry James Brewery,UNITED STATES,2018,Y,N
Colorado,Silverthorne,3918,56456,3918,57685,3959,58244,4040,58433,4254,59448,4372,60629,4516,62520,4658,65458,Angry James Brewery,UNITED STATES,2018,Y,N
Colorado,Vail,5290,56456,5258,57685,5280,58244,5321,58433,5347,59448,5456,60629,5506,62520,5483,65458,Vail Brewing Company,UNITED STATES,2014,Y,N
Colorado,Vail,5290,56456,5258,57685,5280,58244,5321,58433,5347,59448,5456,60629,5506,62520,5483,65458,Vail Brewing Company,UNITED STATES,2014,Y,N
Colorado,Westminster,106456,56456,107637,57685,108983,58244,110255,58433,111360,59448,112222,60629,112798,62520,112812,65458,Kokopelli Beer Company,UNITED STATES,2012,Y,N
Connecticut,Hartford,125403,67740,125572,69243,125399,69519,125420,69461,124863,69899,124510,70331,123853,71755,123400,73781,Hanging Hills Brewing Company,UNITED STATES,2014,Y,N
Connecticut,Hartford,125403,67740,125572,69243,125399,69519,125420,69461,124863,69899,124510,70331,123853,71755,123400,73781,Hanging Hills Brewing Company,UNITED STATES,2014,Y,N
Connecticut,Hartford,125403,67740,125572,69243,125399,69519,125420,69461,124863,69899,124510,70331,123853,71755,123400,73781,Hanging Hills Brewing Company,UNITED STATES,2014,Y,N
Connecticut,Hartford,125403,67740,125572,69243,125399,69519,125420,69461,124863,69899,124510,70331,123853,71755,123400,73781,Hanging Hills Brewing Company,UNITED STATES,2014,Y,N
Connecticut,Old Lyme,7597,67740,7578,69243,7589,69519,7562,69461,7536,69899,7477,70331,7449,71755,7432,73781,Soundview Brewing Company,UNITED STATES,2015,Y,N
Delaware,Rehoboth Beach,1328,57599,1344,59317,1361,60119,1381,59878,1406,60231,1434,60509,1463,61017,1496,63036,Revelation Craft Brewing Company,UNITED STATES,2016,Y,N
Delaware,Rehoboth Beach,1328,57599,1344,59317,1361,60119,1381,59878,1406,60231,1434,60509,1463,61017,1496,63036,Revelation Craft Brewing Company,UNITED STATES,2016,Y,N
Delaware,Smyrna,10237,57599,10555,59317,10739,60119,10919,59878,11167,60231,11320,60509,11391,61017,11584,63036,Blue Earl Brewing Co.,UNITED STATES,2014,Y,N
Florida,Cape Coral,154731,47661,157319,47827,160626,47309,164444,46956,168560,47212,173683,47507,178379,48900,183365,50883,Big Storm Brewing Co.,UNITED STATES,2011,Y,N
Florida,Cape Coral,154731,47661,157319,47827,160626,47309,164444,46956,168560,47212,173683,47507,178379,48900,183365,50883,Big Storm Brewing Co.,UNITED STATES,2011,Y,N
Florida,Clearwater,108817,47661,108973,47827,109354,47309,110128,46956,111100,47212,112962,47507,114194,48900,115513,50883,Pair Oâ Dice Brewing,UNITED STATES,2013,Y,N
Florida,Clearwater,108817,47661,108973,47827,109354,47309,110128,46956,111100,47212,112962,47507,114194,48900,115513,50883,Pair Oâ Dice Brewing,UNITED STATES,2013,Y,N
Florida,Daytona Beach,61622,47661,61715,47827,62214,47309,62989,46956,63614,47212,65038,47507,67139,48900,68055,50883,Daytona Beach Brewing Company,UNITED STATES,2014,Y,N
Florida,Daytona Beach,61622,47661,61715,47827,62214,47309,62989,46956,63614,47212,65038,47507,67139,48900,68055,50883,Daytona Beach Brewing Company,UNITED STATES,2014,Y,N
Florida,Delray Beach,60787,47661,61491,47827,62309,47309,64256,46956,65148,47212,66381,47507,67670,48900,68749,50883,Saltwater Brewery,UNITED STATES,2013,Y,N
Florida,Delray Beach,60787,47661,61491,47827,62309,47309,64256,46956,65148,47212,66381,47507,67670,48900,68749,50883,Saltwater Brewery,UNITED STATES,2013,Y,N
Florida,Fort Myers,62506,47661,63820,47827,65541,47309,67861,46956,70547,47212,73545,47507,76741,48900,79943,50883,Old Soul Brewing,UNITED STATES,2014,Y,N
Florida,Fort Myers,62506,47661,63820,47827,65541,47309,67861,46956,70547,47212,73545,47507,76741,48900,79943,50883,Old Soul Brewing,UNITED STATES,2014,Y,N
Florida,Jacksonville,823175,47661,829685,47827,837439,47309,843383,46956,853479,47212,866856,47507,880893,48900,892062,50883,High Heel Brewing,UNITED STATES,2016,Y,N
Florida,Jacksonville,823175,47661,829685,47827,837439,47309,843383,46956,853479,47212,866856,47507,880893,48900,892062,50883,High Heel Brewing,UNITED STATES,2016,Y,N
Florida,Jupiter,55510,47661,56264,47827,57295,47309,58625,46956,60961,47212,63037,47507,64236,48900,64976,50883,Civil Society Brewing,UNITED STATES,2015,Y,N
Florida,Jupiter,55510,47661,56264,47827,57295,47309,58625,46956,60961,47212,63037,47507,64236,48900,64976,50883,Civil Society Brewing,UNITED STATES,2015,Y,N
Florida,Ormond Beach,39487,47661,39532,47827,39656,47309,39877,46956,40312,47212,41104,47507,42029,48900,42816,50883,Ormond Brewing Company,UNITED STATES,2013,Y,N
Florida,Ormond Beach,39487,47661,39532,47827,39656,47309,39877,46956,40312,47212,41104,47507,42029,48900,42816,50883,Tomoka Brewery,UNITED STATES,2015,Y,N
Florida,Ormond Beach,39487,47661,39532,47827,39656,47309,39877,46956,40312,47212,41104,47507,42029,48900,42816,50883,Ormond Brewing Company,UNITED STATES,2013,Y,N
Florida,Ormond Beach,39487,47661,39532,47827,39656,47309,39877,46956,40312,47212,41104,47507,42029,48900,42816,50883,Tomoka Brewery,UNITED STATES,2015,Y,N
Florida,Pensacola,52022,47661,51892,47827,52482,47309,52385,46956,52856,47212,52869,47507,52765,48900,52590,50883,Pensacola Bay Brewery,UNITED STATES,2010,Y,N
Florida,Pensacola,52022,47661,51892,47827,52482,47309,52385,46956,52856,47212,52869,47507,52765,48900,52590,50883,Perfect Plain Brewing Co.,UNITED STATES,2017,Y,N
Florida,Pensacola,52022,47661,51892,47827,52482,47309,52385,46956,52856,47212,52869,47507,52765,48900,52590,50883,Pensacola Bay Brewery,UNITED STATES,2010,Y,N
Florida,Pensacola,52022,47661,51892,47827,52482,47309,52385,46956,52856,47212,52869,47507,52765,48900,52590,50883,Perfect Plain Brewing Co.,UNITED STATES,2017,Y,N
Florida,Sanford,53781,47661,54196,47827,54780,47309,56152,46956,57544,47212,58191,47507,58806,48900,59317,50883,Wop's Hops Brewing Company,UNITED STATES,2014,Y,N
Florida,Sanford,53781,47661,54196,47827,54780,47309,56152,46956,57544,47212,58191,47507,58806,48900,59317,50883,Wop's Hops Brewing Company,UNITED STATES,2014,Y,N
Florida,Tampa,336766,47661,346495,47827,348520,47309,352387,46956,358959,47212,367668,47507,376047,48900,385430,50883,Garagiste Meadery,UNITED STATES,2016,Y,N
Florida,Tampa,336766,47661,346495,47827,348520,47309,352387,46956,358959,47212,367668,47507,376047,48900,385430,50883,Carrollwood Brewing Company,UNITED STATES,2015,Y,N
Florida,Tampa,336766,47661,346495,47827,348520,47309,352387,46956,358959,47212,367668,47507,376047,48900,385430,50883,Garagiste Meadery,UNITED STATES,2016,Y,N
Florida,Tampa,336766,47661,346495,47827,348520,47309,352387,46956,358959,47212,367668,47507,376047,48900,385430,50883,Carrollwood Brewing Company,UNITED STATES,2015,Y,N
Florida,Winter Springs,33313,47661,33416,47827,33574,47309,33917,46956,34190,47212,34839,47507,35674,48900,36635,50883,Red Cypress Brewery,UNITED STATES,2015,Y,N
Florida,Winter Springs,33313,47661,33416,47827,33574,47309,33917,46956,34190,47212,34839,47507,35674,48900,36635,50883,Red Cypress Brewery,UNITED STATES,2015,Y,N
Georgia,Atlanta,422849,49347,431729,49736,443008,49604,447812,49179,455589,49342,463479,49620,472967,51037,486290,52977,STATS Brewpub,UNITED STATES,2017,Y,N
Georgia,Avondale Estates,2956,49347,2985,49736,3030,49604,3058,49179,3088,49342,3129,49620,3159,51037,3173,52977,Wild Heaven Beer,UNITED STATES,2010,Y,N
Georgia,Avondale Estates,2956,49347,2985,49736,3030,49604,3058,49179,3088,49342,3129,49620,3159,51037,3173,52977,Wild Heaven Beer,UNITED STATES,2010,Y,N
Georgia,Decatur,19708,49347,19968,49736,20176,49604,20490,49179,20770,49342,22043,49620,22959,51037,23832,52977,BlueTarp Brewery Company,UNITED STATES,2012,Y,N
Georgia,Decatur,19708,49347,19968,49736,20176,49604,20490,49179,20770,49342,22043,49620,22959,51037,23832,52977,BlueTarp Brewery Company,UNITED STATES,2012,Y,N
Idaho,Nampa,81945,46423,82637,46890,83830,47015,86229,46767,87760,47334,89356,47583,90917,49174,93590,50985,Crescent Brewery,UNITED STATES,2009,Y,N
Idaho,Nampa,81945,46423,82637,46890,83830,47015,86229,46767,87760,47334,89356,47583,90917,49174,93590,50985,Crescent Brewery,UNITED STATES,2009,Y,N
Illinois,Ava,655,55735,653,56576,650,56853,645,56797,641,57166,638,57574,634,59196,625,61229,Little Egypt Beer,UNITED STATES,2012,N,Y
Illinois,Ava,655,55735,653,56576,650,56853,645,56797,641,57166,638,57574,634,59196,625,61229,Little Egypt Beer,UNITED STATES,2012,N,Y
Illinois,Ava,655,55735,653,56576,650,56853,645,56797,641,57166,638,57574,634,59196,625,61229,Little Egypt Beer,UNITED STATES,2012,N,Y
Illinois,Geneva,21515,55735,21596,56576,21637,56853,21648,56797,21684,57166,21743,57574,21883,59196,22010,61229,Penrose Brewing Company,UNITED STATES,2013,Y,N
Illinois,Geneva,21515,55735,21596,56576,21637,56853,21648,56797,21684,57166,21743,57574,21883,59196,22010,61229,Penrose Brewing Company,UNITED STATES,2013,Y,N
Illinois,Highland Park,29790,55735,29800,56576,29855,56853,29900,56797,29879,57166,29763,57574,29712,59196,29767,61229,Ravinia Brewing Company,UNITED STATES,2017,Y,N
Illinois,Highland Park,29790,55735,29800,56576,29855,56853,29900,56797,29879,57166,29763,57574,29712,59196,29767,61229,Ravinia Brewing Company,UNITED STATES,2017,Y,N
Illinois,Normal,52635,55735,53075,56576,53964,56853,54576,56797,54402,57166,54172,57574,54251,59196,54284,61229,DESTIHL Brewery,UNITED STATES,2013,Y,N
Illinois,Normal,52635,55735,53075,56576,53964,56853,54576,56797,54402,57166,54172,57574,54251,59196,54284,61229,DESTIHL Brewery,UNITED STATES,2013,Y,N
Illinois,Normal,52635,55735,53075,56576,53964,56853,54576,56797,54402,57166,54172,57574,54251,59196,54284,61229,DESTIHL Brewery,UNITED STATES,2013,Y,N
Illinois,Normal,52635,55735,53075,56576,53964,56853,54576,56797,54402,57166,54172,57574,54251,59196,54284,61229,DESTIHL Brewery,UNITED STATES,2013,Y,N
Illinois,Peoria,114934,55735,115326,56576,115669,56853,116479,56797,115869,57166,115171,57574,114351,59196,112883,61229,Obed and Isaac's,UNITED STATES,2011,Y,N
Illinois,Peoria,114934,55735,115326,56576,115669,56853,116479,56797,115869,57166,115171,57574,114351,59196,112883,61229,Obed and Isaac's,UNITED STATES,2011,Y,N
Illinois,Yorkville,17030,55735,17281,56576,17531,56853,17822,56797,18157,57166,18454,57574,18845,59196,19388,61229,Three Angels Brewing,UNITED STATES,2011,Y,N
Illinois,Yorkville,17030,55735,17281,56576,17531,56853,17822,56797,18157,57166,18454,57574,18845,59196,19388,61229,Three Angels Brewing,UNITED STATES,2011,Y,N
Indiana,Bargersville,5988,47697,6231,48393,6341,48374,6511,48248,6688,48737,6900,49255,7184,50433,7457,52182,Taxman Brewing Company,UNITED STATES,2014,Y,N
Indiana,Bargersville,5988,47697,6231,48393,6341,48374,6511,48248,6688,48737,6900,49255,7184,50433,7457,52182,Taxman Brewing Company,UNITED STATES,2014,Y,N
Indiana,Griffith,16882,47697,16806,48393,16710,48374,16607,48248,16525,48737,16367,49255,16247,50433,16152,52182,Dynamo Brewing Company,UNITED STATES,2013,Y,N
Indiana,Griffith,16882,47697,16806,48393,16710,48374,16607,48248,16525,48737,16367,49255,16247,50433,16152,52182,Dynamo Brewing Company,UNITED STATES,2013,Y,N
Indiana,Martinsville,11784,47697,11768,48393,11720,48374,11698,48248,11691,48737,11646,49255,11614,50433,11603,52182,Cedar Creek Brew Co.,UNITED STATES,2015,Y,N
Indiana,Martinsville,11784,47697,11768,48393,11720,48374,11698,48248,11691,48737,11646,49255,11614,50433,11603,52182,Cedar Creek Brew Co.,UNITED STATES,2015,Y,N
Indiana,Martinsville,11784,47697,11768,48393,11720,48374,11698,48248,11691,48737,11646,49255,11614,50433,11603,52182,Cedar Creek Brew Co.,UNITED STATES,2015,Y,N
Indiana,Middlebury,3427,47697,3447,48393,3464,48374,3490,48248,3521,48737,3559,49255,3579,50433,3605,52182,Wedgewood Brewing Co.,UNITED STATES,2016,Y,N
Indiana,Middlebury,3427,47697,3447,48393,3464,48374,3490,48248,3521,48737,3559,49255,3579,50433,3605,52182,Wedgewood Brewing Co.,UNITED STATES,2016,Y,N
Indiana,Syracuse,2857,47697,2854,48393,2859,48374,2863,48248,2875,48737,2874,49255,2872,50433,2875,52182,Man Cave Brewing Company,UNITED STATES,2014,Y,N
Indiana,Syracuse,2857,47697,2854,48393,2859,48374,2863,48248,2875,48737,2874,49255,2872,50433,2875,52182,Man Cave Brewing Company,UNITED STATES,2014,Y,N
Indiana,Indianapolis,830705,47697,836920,48393,844554,48374,853972,48248,859508,48737,863632,49255,867071,50433,872680,52182,Triton Brewing Company,UNITED STATES,2009,Y,N
Indiana,Indianapolis,830705,47697,836920,48393,844554,48374,853972,48248,859508,48737,863632,49255,867071,50433,872680,52182,Sanctuary Brewing Co.,UNITED STATES,2015,N,Y
Indiana,Indianapolis,830705,47697,836920,48393,844554,48374,853972,48248,859508,48737,863632,49255,867071,50433,872680,52182,St. Joseph Brewery & Public House,UNITED STATES,2015,Y,N
Indiana,Indianapolis,830705,47697,836920,48393,844554,48374,853972,48248,859508,48737,863632,49255,867071,50433,872680,52182,Tow Yard Brewing Co.,UNITED STATES,2014,N,Y
Indiana,Indianapolis,830705,47697,836920,48393,844554,48374,853972,48248,859508,48737,863632,49255,867071,50433,872680,52182,Cannon Ball Brewing Company,UNITED STATES,2016,Y,N
Indiana,Indianapolis,830705,47697,836920,48393,844554,48374,853972,48248,859508,48737,863632,49255,867071,50433,872680,52182,The Tap Brewery,UNITED STATES,2014,Y,N
Iowa,Cedar Rapids,126693,48872,127951,50451,128219,51129,128518,51843,129319,52716,130495,53183,131051,54570,132228,56570,The Quarter Barrel Arcade & Brewery,UNITED STATES,2015,Y,N
Iowa,Cedar Rapids,126693,48872,127951,50451,128219,51129,128518,51843,129319,52716,130495,53183,131051,54570,132228,56570,The Quarter Barrel Arcade & Brewery,UNITED STATES,2015,Y,N
Iowa,Decorah,8135,48872,8115,50451,8097,51129,7981,51843,7899,52716,7960,53183,7743,54570,7701,56570,Toppling Goliath Brewing Company,UNITED STATES,2009,Y,N
Iowa,Decorah,8135,48872,8115,50451,8097,51129,7981,51843,7899,52716,7960,53183,7743,54570,7701,56570,Toppling Goliath Brewing Company,UNITED STATES,2009,Y,N
Kansas,Lawrence,88096,49424,89067,50594,89881,51273,91061,51332,92625,51872,93830,52205,95363,53571,96892,55477,Lawrence Beer Company,UNITED STATES,2017,Y,N
Kansas,Lawrence,88096,49424,89067,50594,89881,51273,91061,51332,92625,51872,93830,52205,95363,53571,96892,55477,Lawrence Beer Company,UNITED STATES,2017,Y,N
Kansas,Lawrence,88096,49424,89067,50594,89881,51273,91061,51332,92625,51872,93830,52205,95363,53571,96892,55477,Lawrence Beer Company,UNITED STATES,2017,Y,N
Kansas,Lawrence,88096,49424,89067,50594,89881,51273,91061,51332,92625,51872,93830,52205,95363,53571,96892,55477,Lawrence Beer Company,UNITED STATES,2017,Y,N
Kansas,Wichita,382743,49424,383663,50594,385720,51273,387178,51332,388333,51872,389081,52205,390116,53571,390591,55477,Central Standard Brewing,UNITED STATES,2015,Y,N
Kansas,Wichita,382743,49424,383663,50594,385720,51273,387178,51332,388333,51872,389081,52205,390116,53571,390591,55477,Wichita Brewing Company,UNITED STATES,2012,Y,N
Kansas,Wichita,382743,49424,383663,50594,385720,51273,387178,51332,388333,51872,389081,52205,390116,53571,390591,55477,Central Standard Brewing,UNITED STATES,2015,Y,N
Kansas,Wichita,382743,49424,383663,50594,385720,51273,387178,51332,388333,51872,389081,52205,390116,53571,390591,55477,Wichita Brewing Company,UNITED STATES,2012,Y,N
Kansas,Wichita,382743,49424,383663,50594,385720,51273,387178,51332,388333,51872,389081,52205,390116,53571,390591,55477,Central Standard Brewing,UNITED STATES,2015,Y,N
Kansas,Wichita,382743,49424,383663,50594,385720,51273,387178,51332,388333,51872,389081,52205,390116,53571,390591,55477,Wichita Brewing Company,UNITED STATES,2012,Y,N
Kansas,Wichita,382743,49424,383663,50594,385720,51273,387178,51332,388333,51872,389081,52205,390116,53571,390591,55477,Central Standard Brewing,UNITED STATES,2015,Y,N
Kansas,Wichita,382743,49424,383663,50594,385720,51273,387178,51332,388333,51872,389081,52205,390116,53571,390591,55477,Wichita Brewing Company,UNITED STATES,2012,Y,N
Kentucky,Paducah,25003,41576,25095,42248,25033,42610,24891,43036,24872,43342,24702,43740,25036,44811,24941,46535,Dry Ground Brewing Co.,UNITED STATES,2014,Y,N
Kentucky,Paducah,25003,41576,25095,42248,25033,42610,24891,43036,24872,43342,24702,43740,25036,44811,24941,46535,Dry Ground Brewing Co.,UNITED STATES,2014,Y,N
Louisiana,Alexandria,48017,43445,48116,44086,48182,44673,48414,44874,48269,44991,47956,45047,47766,45652,47334,46710,Twenty 8 West Brewing,UNITED STATES,2018,Y,N
Louisiana,Alexandria,48017,43445,48116,44086,48182,44673,48414,44874,48269,44991,47956,45047,47766,45652,47334,46710,Twenty 8 West Brewing,UNITED STATES,2018,Y,N
Louisiana,Hammond,19996,43445,20002,44086,20098,44673,20200,44874,20232,44991,20337,45047,20434,45652,20480,46710,Gnarly Barley Brewing,UNITED STATES,2011,Y,N
Louisiana,Hammond,19996,43445,20002,44086,20098,44673,20200,44874,20232,44991,20337,45047,20434,45652,20480,46710,Gnarly Barley Brewing,UNITED STATES,2011,Y,N
Louisiana,New Orleans,347824,43445,360661,44086,370080,44673,379125,44874,384763,44991,390711,45047,393021,45652,393292,46710,Lafitte Brewing Co,UNITED STATES,2014,Y,N
Louisiana,New Orleans,347824,43445,360661,44086,370080,44673,379125,44874,384763,44991,390711,45047,393021,45652,393292,46710,Lafitte Brewing Co,UNITED STATES,2014,Y,N
Maine,Bangor,33027,46933,32949,47898,32766,48219,32654,48453,32551,48804,32161,49331,31908,50826,31903,53024,Geaghan Brothers Brewing,UNITED STATES,2011,Y,N
Maine,Bangor,33027,46933,32949,47898,32766,48219,32654,48453,32551,48804,32161,49331,31908,50826,31903,53024,2 Feet Brewing Company,UNITED STATES,2016,Y,N
Maine,Bangor,33027,46933,32949,47898,32766,48219,32654,48453,32551,48804,32161,49331,31908,50826,31903,53024,Geaghan Brothers Brewing,UNITED STATES,2011,Y,N
