State,City,2010 POP,Median 2010,2011 POP,Median 2011,2012 POP,Median 2012,2013 POP,Median 2013,2014 POP,Median 2014,2015 POP,Median 2015,2016 POP,Median 2016,2017 POP,Median 2017,Brewery Name,Country,Year Established,Still in Business?,Closed?
Michigan,Clare,3137,48432,3132,48669,3099,48471,3078,48411,3088,49087,3075,49576,3049,50803,3065,52668,Four Leaf Brewing,UNITED STATES,2015,Y,N
Michigan,Clare,3071,48432,3066,48669,3033,48471,3012,48411,3023,49087,3010,49576,2984,50803,3000,52668,Four Leaf Brewing,UNITED STATES,2015,Y,N
Michigan,Clare,66,48432,66,48669,66,48471,66,48411,65,49087,65,49576,65,50803,65,52668,Four Leaf Brewing,UNITED STATES,2015,Y,N
Michigan,Dexter,4077,48432,4108,48669,4145,48471,4251,48411,4361,49087,4387,49576,4424,50803,4469,52668,North Peak Brewing Company,UNITED STATES,2009,Y,N
Michigan,Dexter,4077,48432,4108,48669,4145,48471,4251,48411,4361,49087,4387,49576,4424,50803,4469,52668,North Peak Brewing Company,UNITED STATES,2009,Y,N
Michigan,Dexter,4077,48432,4108,48669,4145,48471,4251,48411,4361,49087,4387,49576,4424,50803,4469,52668,North Peak Brewing Company,UNITED STATES,2009,Y,N
Michigan,Dexter,4077,48432,4108,48669,4145,48471,4251,48411,4361,49087,4387,49576,4424,50803,4469,52668,North Peak Brewing Company,UNITED STATES,2009,Y,N
Michigan,Ferndale,19899,48432,20006,48669,20131,48471,20236,48411,20243,49087,20158,49576,20120,50803,20070,52668,Axle Brewing Company,UNITED STATES,2015,Y,N
Michigan,Ferndale,19899,48432,20006,48669,20131,48471,20236,48411,20243,49087,20158,49576,20120,50803,20070,52668,Axle Brewing Company,UNITED STATES,2015,Y,N
Michigan,Ferndale,19899,48432,20006,48669,20131,48471,20236,48411,20243,49087,20158,49576,20120,50803,20070,52668,Axle Brewing Company,UNITED STATES,2015,Y,N
Michigan,Ferndale,19899,48432,20006,48669,20131,48471,20236,48411,20243,49087,20158,49576,20120,50803,20070,52668,Axle Brewing Company,UNITED STATES,2015,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,Cranker's Brewery,UNITED STATES,2012,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,Elk Brewing,UNITED STATES,2014,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,Speciation Artisan Ales,UNITED STATES,2016,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,The Peoples Cider Company,UNITED STATES,2011,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,Cranker's Brewery,UNITED STATES,2012,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,Elk Brewing,UNITED STATES,2014,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,Speciation Artisan Ales,UNITED STATES,2016,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,The Peoples Cider Company,UNITED STATES,2011,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,Cranker's Brewery,UNITED STATES,2012,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,Elk Brewing,UNITED STATES,2014,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,Speciation Artisan Ales,UNITED STATES,2016,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,The Peoples Cider Company,UNITED STATES,2011,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,Cranker's Brewery,UNITED STATES,2012,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,Elk Brewing,UNITED STATES,2014,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,Speciation Artisan Ales,UNITED STATES,2016,Y,N
Michigan,Grand Rapids,187992,48432,189008,48669,190617,48471,192725,48411,194054,49087,194847,49576,196251,50803,198829,52668,The Peoples Cider Company,UNITED STATES,2011,Y,N
Michigan,Howell,9467,48432,9486,48669,9484,48471,9472,48411,9505,49087,9523,49576,9529,50803,9524,52668,Aberrant Ales,UNITED STATES,2017,Y,N
Michigan,Howell,9467,48432,9486,48669,9484,48471,9472,48411,9505,49087,9523,49576,9529,50803,9524,52668,Aberrant Ales,UNITED STATES,2017,Y,N
Michigan,Howell,9467,48432,9486,48669,9484,48471,9472,48411,9505,49087,9523,49576,9529,50803,9524,52668,Aberrant Ales,UNITED STATES,2017,Y,N
Michigan,Howell,9467,48432,9486,48669,9484,48471,9472,48411,9505,49087,9523,49576,9529,50803,9524,52668,Aberrant Ales,UNITED STATES,2017,Y,N
Michigan,Lapeer,8819,48432,8806,48669,8805,48471,8799,48411,8775,49087,8804,49576,8747,50803,8712,52668,4 Seasons Brewery,UNITED STATES,2014,Y,N
Michigan,Lapeer,8819,48432,8806,48669,8805,48471,8799,48411,8775,49087,8804,49576,8747,50803,8712,52668,4 Seasons Brewery,UNITED STATES,2014,Y,N
Michigan,Lapeer,8819,48432,8806,48669,8805,48471,8799,48411,8775,49087,8804,49576,8747,50803,8712,52668,4 Seasons Brewery,UNITED STATES,2014,Y,N
Michigan,Lapeer,8819,48432,8806,48669,8805,48471,8799,48411,8775,49087,8804,49576,8747,50803,8712,52668,4 Seasons Brewery,UNITED STATES,2014,Y,N
Michigan,Manistee,6218,48432,6210,48669,6164,48471,6103,48411,6080,49087,6066,49576,6051,50803,6107,52668,North Channel Brewing,UNITED STATES,2017,Y,N
Michigan,Manistee,6218,48432,6210,48669,6164,48471,6103,48411,6080,49087,6066,49576,6051,50803,6107,52668,North Channel Brewing,UNITED STATES,2017,Y,N
Michigan,Manistee,6218,48432,6210,48669,6164,48471,6103,48411,6080,49087,6066,49576,6051,50803,6107,52668,North Channel Brewing,UNITED STATES,2017,Y,N
Michigan,Manistee,6218,48432,6210,48669,6164,48471,6103,48411,6080,49087,6066,49576,6051,50803,6107,52668,North Channel Brewing,UNITED STATES,2017,Y,N
Michigan,Marquette,21359,48432,21404,48669,21512,48471,21485,48411,21473,49087,21285,49576,20538,50803,20629,52668,Blackrocks Brewery,UNITED STATES,2010,Y,N
Michigan,Marquette,21359,48432,21404,48669,21512,48471,21485,48411,21473,49087,21285,49576,20538,50803,20629,52668,Blackrocks Brewery,UNITED STATES,2010,Y,N
Michigan,Marquette,21359,48432,21404,48669,21512,48471,21485,48411,21473,49087,21285,49576,20538,50803,20629,52668,Blackrocks Brewery,UNITED STATES,2010,Y,N
Michigan,Marquette,21359,48432,21404,48669,21512,48471,21485,48411,21473,49087,21285,49576,20538,50803,20629,52668,Blackrocks Brewery,UNITED STATES,2010,Y,N
Michigan,Northville,5963,48432,5962,48669,5982,48471,5970,48411,5985,49087,5993,49576,5989,50803,5988,52668,North Center Brewing Company,UNITED STATES,2014,Y,N
Michigan,Northville,3241,48432,3261,48669,3289,48471,3307,48411,3316,49087,3322,49576,3325,50803,3326,52668,North Center Brewing Company,UNITED STATES,2014,Y,N
Michigan,Northville,2722,48432,2701,48669,2693,48471,2663,48411,2669,49087,2671,49576,2664,50803,2662,52668,North Center Brewing Company,UNITED STATES,2014,Y,N
Michigan,St. Clair Shores,59754,48432,59745,48669,59906,48471,60076,48411,59976,49087,59831,49576,59700,50803,59635,52668,Baffin Brewing Company,UNITED STATES,2014,Y,N
Michigan,St. Clair Shores,59754,48432,59745,48669,59906,48471,60076,48411,59976,49087,59831,49576,59700,50803,59635,52668,Baffin Brewing Company,UNITED STATES,2014,Y,N
Michigan,St. Clair Shores,59754,48432,59745,48669,59906,48471,60076,48411,59976,49087,59831,49576,59700,50803,59635,52668,Baffin Brewing Company,UNITED STATES,2014,Y,N
Michigan,St. Clair Shores,59754,48432,59745,48669,59906,48471,60076,48411,59976,49087,59831,49576,59700,50803,59635,52668,Baffin Brewing Company,UNITED STATES,2014,Y,N
Michigan,Saline,8837,48432,8930,48669,8999,48471,9089,48411,9109,49087,9121,49576,9168,50803,9291,52668,Salt Springs Brewery,UNITED STATES,2015,Y,N
Michigan,Saline,8837,48432,8930,48669,8999,48471,9089,48411,9109,49087,9121,49576,9168,50803,9291,52668,Stony Lake Brewing Company,UNITED STATES,2014,Y,N
Michigan,Saline,8837,48432,8930,48669,8999,48471,9089,48411,9109,49087,9121,49576,9168,50803,9291,52668,Salt Springs Brewery,UNITED STATES,2015,Y,N
Michigan,Saline,8837,48432,8930,48669,8999,48471,9089,48411,9109,49087,9121,49576,9168,50803,9291,52668,Stony Lake Brewing Company,UNITED STATES,2014,Y,N
Michigan,Saline,8837,48432,8930,48669,8999,48471,9089,48411,9109,49087,9121,49576,9168,50803,9291,52668,Salt Springs Brewery,UNITED STATES,2015,Y,N
Michigan,Saline,8837,48432,8930,48669,8999,48471,9089,48411,9109,49087,9121,49576,9168,50803,9291,52668,Stony Lake Brewing Company,UNITED STATES,2014,Y,N
Michigan,Saline,8837,48432,8930,48669,8999,48471,9089,48411,9109,49087,9121,49576,9168,50803,9291,52668,Salt Springs Brewery,UNITED STATES,2015,Y,N
Michigan,Saline,8837,48432,8930,48669,8999,48471,9089,48411,9109,49087,9121,49576,9168,50803,9291,52668,Stony Lake Brewing Company,UNITED STATES,2014,Y,N
Michigan,Springfield,5256,48432,5228,48669,5215,48471,5208,48411,5211,49087,5195,49576,5196,50803,5197,52668,Territorial Brewing Company,UNITED STATES,2014,Y,N
Michigan,Springfield,5256,48432,5228,48669,5215,48471,5208,48411,5211,49087,5195,49576,5196,50803,5197,52668,Territorial Brewing Company,UNITED STATES,2014,Y,N
Michigan,Springfield,5256,48432,5228,48669,5215,48471,5208,48411,5211,49087,5195,49576,5196,50803,5197,52668,Territorial Brewing Company,UNITED STATES,2014,Y,N
Michigan,Springfield,5256,48432,5228,48669,5215,48471,5208,48411,5211,49087,5195,49576,5196,50803,5197,52668,Territorial Brewing Company,UNITED STATES,2014,Y,N
Michigan,Wayland,4079,48432,4054,48669,4055,48471,4069,48411,4126,49087,4156,49576,4195,50803,4237,52668,OpenRoad Brewery,UNITED STATES,2016,Y,N
Michigan,Wayland,4079,48432,4054,48669,4055,48471,4069,48411,4126,49087,4156,49576,4195,50803,4237,52668,OpenRoad Brewery,UNITED STATES,2016,Y,N
Michigan,Wayland,4079,48432,4054,48669,4055,48471,4069,48411,4126,49087,4156,49576,4195,50803,4237,52668,OpenRoad Brewery,UNITED STATES,2016,Y,N
Michigan,Wayland,4079,48432,4054,48669,4055,48471,4069,48411,4126,49087,4156,49576,4195,50803,4237,52668,OpenRoad Brewery,UNITED STATES,2016,Y,N
Michigan,Whitehall,2709,48432,2691,48669,2688,48471,2696,48411,2692,49087,2702,49576,2717,50803,2737,52668,Fetch Brewing,UNITED STATES,2014,Y,N
Michigan,Whitehall,2709,48432,2691,48669,2688,48471,2696,48411,2692,49087,2702,49576,2717,50803,2737,52668,Fetch Brewing,UNITED STATES,2014,Y,N
Michigan,Whitehall,2709,48432,2691,48669,2688,48471,2696,48411,2692,49087,2702,49576,2717,50803,2737,52668,Fetch Brewing,UNITED STATES,2014,Y,N
Michigan,Whitehall,2709,48432,2691,48669,2688,48471,2696,48411,2692,49087,2702,49576,2717,50803,2737,52668,Fetch Brewing,UNITED STATES,2014,Y,N
Michigan,Wyoming,72131,48432,72694,48669,73428,48471,74203,48411,74866,49087,75201,49576,75542,50803,75938,52668,Kitzingen Brewery,UNITED STATES,2015,Y,N
Michigan,Wyoming,72131,48432,72694,48669,73428,48471,74203,48411,74866,49087,75201,49576,75542,50803,75938,52668,Kitzingen Brewery,UNITED STATES,2015,Y,N
Michigan,Wyoming,72131,48432,72694,48669,73428,48471,74203,48411,74866,49087,75201,49576,75542,50803,75938,52668,Kitzingen Brewery,UNITED STATES,2015,Y,N
Michigan,Wyoming,72131,48432,72694,48669,73428,48471,74203,48411,74866,49087,75201,49576,75542,50803,75938,52668,Kitzingen Brewery,UNITED STATES,2015,Y,N
Minnesota,Cold Spring,3977,57243,3983,58476,3995,59126,4011,59836,4035,60828,4090,61492,4099,63217,4108,65699,Third Street Brewhouse,UNITED STATES,2012,Y,N
Minnesota,Cold Spring,3977,57243,3983,58476,3995,59126,4011,59836,4035,60828,4090,61492,4099,63217,4108,65699,Third Street Brewhouse,UNITED STATES,2012,Y,N
Minnesota,Cold Spring,3977,57243,3983,58476,3995,59126,4011,59836,4035,60828,4090,61492,4099,63217,4108,65699,Third Street Brewhouse,UNITED STATES,2012,Y,N
Minnesota,Cold Spring,3977,57243,3983,58476,3995,59126,4011,59836,4035,60828,4090,61492,4099,63217,4108,65699,Third Street Brewhouse,UNITED STATES,2012,Y,N
Minnesota,Minneapolis,383074,57243,388086,58476,392953,59126,400464,59836,407395,60828,411426,61492,415622,63217,422331,65699,Boom Island Brewing Company,UNITED STATES,2011,Y,N
Minnesota,Minneapolis,383074,57243,388086,58476,392953,59126,400464,59836,407395,60828,411426,61492,415622,63217,422331,65699,Dangerous Man Brewing Company,UNITED STATES,2012,Y,N
Minnesota,Minneapolis,383074,57243,388086,58476,392953,59126,400464,59836,407395,60828,411426,61492,415622,63217,422331,65699,Boom Island Brewing Company,UNITED STATES,2011,Y,N
Minnesota,Minneapolis,383074,57243,388086,58476,392953,59126,400464,59836,407395,60828,411426,61492,415622,63217,422331,65699,Dangerous Man Brewing Company,UNITED STATES,2012,Y,N
Minnesota,Rochester,107011,57243,108071,58476,108915,59126,110456,59836,111186,60828,112089,61492,113964,63217,115733,65699,LTS Brewing Company,UNITED STATES,2013,Y,N
Minnesota,Rochester,107011,57243,108071,58476,108915,59126,110456,59836,111186,60828,112089,61492,113964,63217,115733,65699,LTS Brewing Company,UNITED STATES,2013,Y,N
Minnesota,Rochester,107011,57243,108071,58476,108915,59126,110456,59836,111186,60828,112089,61492,113964,63217,115733,65699,LTS Brewing Company,UNITED STATES,2013,Y,N
Minnesota,Rochester,107011,57243,108071,58476,108915,59126,110456,59836,111186,60828,112089,61492,113964,63217,115733,65699,LTS Brewing Company,UNITED STATES,2013,Y,N
Minnesota,St. Paul,285441,57243,288898,58476,291504,59126,295369,59836,297928,60828,300377,61492,303637,63217,306621,65699,Tin Whiskers Brewing Company,UNITED STATES,2014,Y,N
Minnesota,St. Paul,285441,57243,288898,58476,291504,59126,295369,59836,297928,60828,300377,61492,303637,63217,306621,65699,Tin Whiskers Brewing Company,UNITED STATES,2014,Y,N
Minnesota,St. Paul,285441,57243,288898,58476,291504,59126,295369,59836,297928,60828,300377,61492,303637,63217,306621,65699,Tin Whiskers Brewing Company,UNITED STATES,2014,Y,N
Minnesota,St. Paul,285441,57243,288898,58476,291504,59126,295369,59836,297928,60828,300377,61492,303637,63217,306621,65699,Tin Whiskers Brewing Company,UNITED STATES,2014,Y,N
Minnesota,Two Harbors,3741,57243,3698,58476,3687,59126,3642,59836,3586,60828,3553,61492,3527,63217,3517,65699,Castle Danger Brewery,UNITED STATES,2011,Y,N
Minnesota,Two Harbors,3741,57243,3698,58476,3687,59126,3642,59836,3586,60828,3553,61492,3527,63217,3517,65699,Castle Danger Brewery,UNITED STATES,2011,Y,N
Minnesota,Two Harbors,3741,57243,3698,58476,3687,59126,3642,59836,3586,60828,3553,61492,3527,63217,3517,65699,Castle Danger Brewery,UNITED STATES,2011,Y,N
Minnesota,Two Harbors,3741,57243,3698,58476,3687,59126,3642,59836,3586,60828,3553,61492,3527,63217,3517,65699,Castle Danger Brewery,UNITED STATES,2011,Y,N
Mississippi,Natchez,15763,37881,15658,38718,15558,38882,15445,39031,15337,39464,15121,39665,15123,40528,14886,42009,Natchez Brewing Company,UNITED STATES,2014,Y,N
Mississippi,Natchez,15763,37881,15658,38718,15558,38882,15445,39031,15337,39464,15121,39665,15123,40528,14886,42009,Natchez Brewing Company,UNITED STATES,2014,Y,N
Missouri,Columbia,109403,46262,111355,47202,113466,47333,115415,47380,117020,47764,118565,48173,120412,49593,121717,51542,Rock Bridge Brewing Company,UNITED STATES,2012,Y,Y
Missouri,Columbia,109403,46262,111355,47202,113466,47333,115415,47380,117020,47764,118565,48173,120412,49593,121717,51542,Rock Bridge Brewing Company,UNITED STATES,2012,Y,Y
Missouri,Excelsior Springs,11111,46262,11202,47202,11286,47333,11427,47380,11470,47764,11477,48173,11521,49593,11560,51542,Dubious Claims Brewing,UNITED STATES,2018,Y,N
Missouri,Rolla,19660,46262,19714,47202,19871,47333,19848,47380,19920,47764,19943,48173,20093,49593,20293,51542,Public House Brewing Company,UNITED STATES,2010,Y,N
Missouri,Rolla,19660,46262,19714,47202,19871,47333,19848,47380,19920,47764,19943,48173,20093,49593,20293,51542,Public House Brewing Company,UNITED STATES,2010,Y,N
Missouri,St. Louis,319365,46262,319102,47202,319363,47333,318575,47380,317732,47764,316257,48173,313144,49593,308626,51542,Six Row Brewing Company,UNITED STATES,2009,N,Y
Missouri,St. Louis,319365,46262,319102,47202,319363,47333,318575,47380,317732,47764,316257,48173,313144,49593,308626,51542,Six Row Brewing Company,UNITED STATES,2009,N,Y
Missouri,St. Louis,319365,46262,319102,47202,319363,47333,318575,47380,317732,47764,316257,48173,313144,49593,308626,51542,Six Row Brewing Company,UNITED STATES,2009,N,Y
Montana,Missoula,66962,43872,67551,45324,68380,45456,68803,46230,69530,46766,70592,47169,72003,48380,73340,50801,Missoula Brewing Company,UNITED STATES,2015,Y,N
Montana,Missoula,66962,43872,67551,45324,68380,45456,68803,46230,69530,46766,70592,47169,72003,48380,73340,50801,Missoula Brewing Company,UNITED STATES,2015,Y,N
New Hampshire,Manchester,109627,63277,109853,64664,110272,64925,110314,64916,110421,65986,110295,66779,110747,68485,111196,71305,Aigean Ales,UNITED STATES,2017,Y,N
New Hampshire,Manchester,109627,63277,109853,64664,110272,64925,110314,64916,110421,65986,110295,66779,110747,68485,111196,71305,Third Colony Brewery,UNITED STATES,2013,Y,N
New Hampshire,Manchester,109627,63277,109853,64664,110272,64925,110314,64916,110421,65986,110295,66779,110747,68485,111196,71305,Aigean Ales,UNITED STATES,2017,Y,N
New Hampshire,Manchester,109627,63277,109853,64664,110272,64925,110314,64916,110421,65986,110295,66779,110747,68485,111196,71305,Third Colony Brewery,UNITED STATES,2013,Y,N
New Hampshire,Manchester,109627,63277,109853,64664,110272,64925,110314,64916,110421,65986,110295,66779,110747,68485,111196,71305,Aigean Ales,UNITED STATES,2017,Y,N
New Hampshire,Manchester,109627,63277,109853,64664,110272,64925,110314,64916,110421,65986,110295,66779,110747,68485,111196,71305,Third Colony Brewery,UNITED STATES,2013,Y,N
New Hampshire,Manchester,109627,63277,109853,64664,110272,64925,110314,64916,110421,65986,110295,66779,110747,68485,111196,71305,Aigean Ales,UNITED STATES,2017,Y,N
New Hampshire,Manchester,109627,63277,109853,64664,110272,64925,110314,64916,110421,65986,110295,66779,110747,68485,111196,71305,Third Colony Brewery,UNITED STATES,2013,Y,N
New Hampshire,Somersworth,11764,63277,11801,64664,11763,64925,11765,64916,11783,65986,11748,66779,11788,68485,11900,71305,Bad Lab Beer Co.,UNITED STATES,2016,Y,N
New Hampshire,Somersworth,11764,63277,11801,64664,11763,64925,11765,64916,11783,65986,11748,66779,11788,68485,11900,71305,Bad Lab Beer Co.,UNITED STATES,2016,Y,N
New Hampshire,Somersworth,11764,63277,11801,64664,11763,64925,11765,64916,11783,65986,11748,66779,11788,68485,11900,71305,Bad Lab Beer Co.,UNITED STATES,2016,Y,N
New Hampshire,Somersworth,11764,63277,11801,64664,11763,64925,11765,64916,11783,65986,11748,66779,11788,68485,11900,71305,Bad Lab Beer Co.,UNITED STATES,2016,Y,N
New Hampshire,Richmond,1143,63277,1147,64664,1145,64925,1140,64916,1134,65986,1125,66779,1115,68485,1120,71305,Ashuelot Brewing Company,UNITED STATES,2014,Y,N
New Hampshire,Canterbury,2360,63277,2377,64664,2383,64925,2386,64916,2390,65986,2397,66779,2401,68485,2425,71305,Canterbury Aleworks,UNITED STATES,2012,Y,N
New Hampshire,Exeter,14314,63277,14410,64664,14472,64925,14591,64916,14564,65986,14724,66779,14827,68485,15082,71305,Neighborhood Beer Co.,UNITED STATES,2015,N,Y
New Mexico,Albuquerque,546866,43820,551335,44631,553998,44886,555499,44927,555793,44968,556205,44963,557509,45674,558545,46718,Sandia Chile Grill & Brewery,UNITED STATES,2012,N,Y
New Mexico,Albuquerque,546866,43820,551335,44631,553998,44886,555499,44927,555793,44968,556205,44963,557509,45674,558545,46718,Sandia Chile Grill & Brewery,UNITED STATES,2012,N,Y
New Mexico,Albuquerque,546866,43820,551335,44631,553998,44886,555499,44927,555793,44968,556205,44963,557509,45674,558545,46718,New Mexico Craft Brewing Company,UNITED STATES,2012,N,Y
New Mexico,Albuquerque,546866,43820,551335,44631,553998,44886,555499,44927,555793,44968,556205,44963,557509,45674,558545,46718,Cantero Brewing Company,UNITED STATES,2018,Y,N
New Mexico,Albuquerque,546866,43820,551335,44631,553998,44886,555499,44927,555793,44968,556205,44963,557509,45674,558545,46718,OffKilter Brewing Company,UNITED STATES,2015,Y,N
New Mexico,Albuquerque,546866,43820,551335,44631,553998,44886,555499,44927,555793,44968,556205,44963,557509,45674,558545,46718,Steel Bender Brewyard,UNITED STATES,2017,Y,N
New Mexico,Albuquerque,546866,43820,551335,44631,553998,44886,555499,44927,555793,44968,556205,44963,557509,45674,558545,46718,Sandia Chile Grill & Brewery,UNITED STATES,2012,N,Y
New Mexico,Albuquerque,546866,43820,551335,44631,553998,44886,555499,44927,555793,44968,556205,44963,557509,45674,558545,46718,Sandia Chile Grill & Brewery,UNITED STATES,2012,N,Y
New Mexico,Albuquerque,546866,43820,551335,44631,553998,44886,555499,44927,555793,44968,556205,44963,557509,45674,558545,46718,New Mexico Craft Brewing Company,UNITED STATES,2012,N,Y
New Mexico,Albuquerque,546866,43820,551335,44631,553998,44886,555499,44927,555793,44968,556205,44963,557509,45674,558545,46718,Cantero Brewing Company,UNITED STATES,2018,Y,N
New Mexico,Albuquerque,546866,43820,551335,44631,553998,44886,555499,44927,555793,44968,556205,44963,557509,45674,558545,46718,OffKilter Brewing Company,UNITED STATES,2015,Y,N
New Mexico,Albuquerque,546866,43820,551335,44631,553998,44886,555499,44927,555793,44968,556205,44963,557509,45674,558545,46718,Steel Bender Brewyard,UNITED STATES,2017,Y,N
New Mexico,Portales,12452,43820,12714,44631,12681,44886,12500,44927,12291,44968,11967,44963,11992,45674,11850,46718,Roosevelt Brewing Company & Public House,UNITED STATES,2012,Y,N
New Mexico,Portales,12452,43820,12714,44631,12681,44886,12500,44927,12291,44968,11967,44963,11992,45674,11850,46718,Roosevelt Brewing Company & Public House,UNITED STATES,2012,Y,N
New Mexico,Truth or Consequences,6488,43820,6466,44631,6367,44886,6187,44927,6044,44968,6021,44963,5963,45674,5948,46718,Truth or Consequences Brewing Company,UNITED STATES,2016,Y,N
New Mexico,Truth or Consequences,6488,43820,6466,44631,6367,44886,6187,44927,6044,44968,6021,44963,5963,45674,5948,46718,Truth or Consequences Brewing Company,UNITED STATES,2016,Y,N
New York,Canandaigua,10553,55603,10545,56951,10509,57683,10498,58003,10470,58687,10419,59269,10343,60741,10289,62765,Three Huskies Brewing,UNITED STATES,2014,Y,N
New York,Canandaigua,10553,55603,10545,56951,10509,57683,10498,58003,10470,58687,10419,59269,10343,60741,10289,62765,Three Huskies Brewing,UNITED STATES,2014,Y,N
New York,Canandaigua,10553,55603,10545,56951,10509,57683,10498,58003,10470,58687,10419,59269,10343,60741,10289,62765,Three Huskies Brewing,UNITED STATES,2014,Y,N
New York,Canandaigua,10553,55603,10545,56951,10509,57683,10498,58003,10470,58687,10419,59269,10343,60741,10289,62765,Three Huskies Brewing,UNITED STATES,2014,Y,N
New York,Canandaigua,10032,55603,10101,56951,10248,57683,10412,58003,10425,58687,10631,59269,11095,60741,11130,62765,Three Huskies Brewing,UNITED STATES,2014,Y,N
New York,Elmira,29344,55603,29245,56951,29233,57683,28945,58003,28517,58687,28316,59269,27946,60741,27773,62765,Upstate Brewing Company,UNITED STATES,2011,Y,N
New York,Elmira,29344,55603,29245,56951,29233,57683,28945,58003,28517,58687,28316,59269,27946,60741,27773,62765,Upstate Brewing Company,UNITED STATES,2011,Y,N
New York,Elmira,29344,55603,29245,56951,29233,57683,28945,58003,28517,58687,28316,59269,27946,60741,27773,62765,Upstate Brewing Company,UNITED STATES,2011,Y,N
New York,Elmira,29344,55603,29245,56951,29233,57683,28945,58003,28517,58687,28316,59269,27946,60741,27773,62765,Upstate Brewing Company,UNITED STATES,2011,Y,N
New York,Elmira,6942,55603,6941,56951,6938,57683,6866,58003,6791,58687,6755,59269,6675,60741,6631,62765,Upstate Brewing Company,UNITED STATES,2011,Y,N
New York,Poughkeepsie,30854,55603,30843,56951,30702,57683,30584,58003,30504,58687,30482,59269,30328,60741,30614,62765,"Blue Collar Brewery, Inc.",UNITED STATES,2013,Y,N
New York,Poughkeepsie,30854,55603,30843,56951,30702,57683,30584,58003,30504,58687,30482,59269,30328,60741,30614,62765,King's Court Brewing Company,UNITED STATES,2018,Y,N
New York,Poughkeepsie,30854,55603,30843,56951,30702,57683,30584,58003,30504,58687,30482,59269,30328,60741,30614,62765,"Blue Collar Brewery, Inc.",UNITED STATES,2013,Y,N
New York,Poughkeepsie,30854,55603,30843,56951,30702,57683,30584,58003,30504,58687,30482,59269,30328,60741,30614,62765,King's Court Brewing Company,UNITED STATES,2018,Y,N
New York,Poughkeepsie,30854,55603,30843,56951,30702,57683,30584,58003,30504,58687,30482,59269,30328,60741,30614,62765,"Blue Collar Brewery, Inc.",UNITED STATES,2013,Y,N
New York,Poughkeepsie,30854,55603,30843,56951,30702,57683,30584,58003,30504,58687,30482,59269,30328,60741,30614,62765,King's Court Brewing Company,UNITED STATES,2018,Y,N
New York,Poughkeepsie,30854,55603,30843,56951,30702,57683,30584,58003,30504,58687,30482,59269,30328,60741,30614,62765,"Blue Collar Brewery, Inc.",UNITED STATES,2013,Y,N
New York,Poughkeepsie,30854,55603,30843,56951,30702,57683,30584,58003,30504,58687,30482,59269,30328,60741,30614,62765,King's Court Brewing Company,UNITED STATES,2018,Y,N
New York,Poughkeepsie,45266,55603,45284,56951,44969,57683,44854,58003,44644,58687,44442,59269,44289,60741,44337,62765,"Blue Collar Brewery, Inc.",UNITED STATES,2013,Y,N
New York,Poughkeepsie,45266,55603,45284,56951,44969,57683,44854,58003,44644,58687,44442,59269,44289,60741,44337,62765,King's Court Brewing Company,UNITED STATES,2018,Y,N
New York,Rochester,210480,55603,210859,56951,210868,57683,210900,58003,210228,58687,209511,59269,208710,60741,208046,62765,K2 Brothers Brewing,UNITED STATES,2017,Y,N
New York,Rochester,210480,55603,210859,56951,210868,57683,210900,58003,210228,58687,209511,59269,208710,60741,208046,62765,K2 Brothers Brewing,UNITED STATES,2017,Y,N
New York,Rochester,210480,55603,210859,56951,210868,57683,210900,58003,210228,58687,209511,59269,208710,60741,208046,62765,K2 Brothers Brewing,UNITED STATES,2017,Y,N
