,State_x,City_x,2010 POP,Median 2010,2011 POP,Median 2011,2012 POP,Median 2012,2013 POP,Median 2013,2014 POP,Median 2014,2015 POP,Median 2015,2016 POP,Median 2016,2017 POP,Median 2017,Brewery Name,City_y,State_y,Country,Year Established,Still in Business?,Closed?
76564,Washington,Okanogan city,2615,57244,2608,58890,2593,59374,2578,59478,2575,60294,2567,61062,2567,62848,2571,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76565,Washington,Omak city,4809,57244,4798,58890,4761,59374,4725,59478,4792,60294,4784,61062,4774,62848,4787,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76566,Washington,Oroville city,1707,57244,1703,58890,1694,59374,1682,59478,1687,60294,1679,61062,1673,62848,1674,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76567,Washington,Pateros city,672,57244,671,58890,665,59374,661,59478,659,60294,670,61062,691,62848,701,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76568,Washington,Riverside town,280,57244,280,58890,278,59374,276,59478,275,60294,274,61062,273,62848,273,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76569,Washington,Tonasket city,1149,57244,1146,58890,1138,59374,1134,59478,1130,60294,1125,61062,1125,62848,1126,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76570,Washington,Twisp town,919,57244,923,58890,936,59374,934,59478,934,60294,935,61062,947,62848,956,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76571,Washington,Winthrop town,403,57244,411,58890,411,59374,417,59478,418,60294,424,61062,435,62848,439,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76572,Washington,Balance of Okanogan County,24701,57244,24826,58890,24789,59374,24742,59478,24823,60294,24930,61062,25033,62848,25218,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76573,Washington,Pacific County,20877,57244,20879,58890,20583,59374,20445,59478,20563,60294,20855,61062,21209,62848,21626,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76574,Washington,Ilwaco city,933,57244,928,58890,908,59374,897,59478,903,60294,915,61062,926,62848,945,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76575,Washington,Long Beach city,1395,57244,1386,58890,1360,59374,1342,59478,1349,60294,1367,61062,1386,62848,1413,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76576,Washington,Raymond city,2863,57244,2866,58890,2828,59374,2789,59478,2797,60294,2829,61062,2865,62848,2920,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76577,Washington,South Bend city,1630,57244,1629,58890,1608,59374,1586,59478,1591,60294,1608,61062,1627,62848,1651,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76578,Washington,Balance of Pacific County,14056,57244,14070,58890,13879,59374,13831,59478,13923,60294,14136,61062,14405,62848,14697,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76579,Washington,Pend Oreille County,12948,57244,12950,58890,12999,59374,12881,59478,12906,60294,13064,61062,13126,62848,13354,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76580,Washington,Cusick town,208,57244,209,58890,210,59374,207,59478,209,60294,210,61062,212,62848,217,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76581,Washington,Ione town,445,57244,444,58890,448,59374,442,59478,444,60294,449,61062,451,62848,459,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76582,Washington,Metaline town,172,57244,173,58890,174,59374,172,59478,171,60294,174,61062,176,62848,178,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76583,Washington,Metaline Falls town,238,57244,237,58890,238,59374,236,59478,237,60294,240,61062,241,62848,245,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76584,Washington,Newport city,2129,57244,2122,58890,2118,59374,2098,59478,2094,60294,2115,61062,2115,62848,2140,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76585,Washington,Balance of Pend Oreille County,9756,57244,9765,58890,9811,59374,9726,59478,9751,60294,9876,61062,9931,62848,10115,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76586,Washington,Pierce County,795278,57244,802828,58890,810928,59374,819164,59478,828819,60294,841466,61062,859752,62848,876764,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76587,Washington,Auburn city (pt.),7389,57244,7643,58890,8271,59374,8827,59478,9112,60294,9342,61062,9531,62848,9617,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76588,Washington,Bonney Lake city,17402,57244,17714,58890,17940,59374,18245,59478,18733,60294,19840,61062,20274,62848,20675,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76589,Washington,Buckley city,4349,57244,4383,58890,4412,59374,4426,59478,4490,60294,4526,61062,4662,62848,4819,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76590,Washington,Carbonado town,607,57244,610,58890,612,59374,612,59478,624,60294,629,61062,666,62848,701,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76591,Washington,DuPont city,8256,57244,8545,58890,8764,59374,9166,59478,9212,60294,9260,61062,9405,62848,9487,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76592,Washington,Eatonville town,2752,57244,2782,58890,2801,59374,2803,59478,2854,60294,2894,61062,2957,62848,2991,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76593,Washington,Edgewood city,9368,57244,9434,58890,9466,59374,9524,59478,9672,60294,9760,61062,10662,62848,11213,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76594,Washington,Enumclaw city (pt.),0,57244,0,58890,0,59374,0,59478,0,60294,0,61062,0,62848,0,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76595,Washington,Fife city,9193,57244,9287,58890,9316,59374,9378,59478,9496,60294,9919,61062,10066,62848,10154,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76596,Washington,Fircrest city,6486,57244,6538,58890,6558,59374,6562,59478,6601,60294,6637,61062,6731,62848,6794,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76597,Washington,Gig Harbor city,7120,57244,7213,58890,7530,59374,7741,59478,8302,60294,8682,61062,9039,62848,9507,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76598,Washington,Lakewood city,57585,57244,57925,58890,58095,59374,58143,59478,58567,60294,58864,61062,59738,62848,60296,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76599,Washington,Milton city (pt.),6511,57244,6551,58890,6563,59374,6576,59478,6613,60294,6644,61062,6748,62848,6816,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76600,Washington,Orting city,6742,57244,6795,58890,6854,59374,6991,59478,7223,60294,7416,61062,7667,62848,7983,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76601,Washington,Pacific city (pt.),93,57244,93,58890,94,59374,98,59478,98,60294,99,61062,100,62848,101,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76602,Washington,Puyallup city,37219,57244,37649,58890,38234,59374,38507,59478,38975,60294,39361,61062,40352,62848,41001,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76603,Washington,Roy city,779,57244,785,58890,787,59374,787,59478,792,60294,795,61062,813,62848,820,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76604,Washington,Ruston town,750,57244,759,58890,760,59374,761,59478,786,60294,794,61062,812,62848,828,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76605,Washington,South Prairie town,426,57244,429,58890,429,59374,430,59478,432,60294,434,61062,439,62848,443,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76606,Washington,Steilacoom town,5988,57244,6030,58890,6055,59374,6074,59478,6126,60294,6161,61062,6262,62848,6337,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76607,Washington,Sumner city,9434,57244,9485,58890,9523,59374,9553,59478,9628,60294,9670,61062,9949,62848,10093,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76608,Washington,Tacoma city,198204,57244,199461,58890,201505,59374,202161,59478,203742,60294,206774,61062,210304,62848,213418,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76609,Washington,University Place city,31103,57244,31316,58890,31428,59374,31741,59478,31960,60294,32534,61062,32989,62848,33401,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76610,Washington,Wilkeson town,476,57244,482,58890,483,59374,486,59478,491,60294,493,61062,502,62848,507,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76611,Washington,Balance of Pierce County,367046,57244,370919,58890,374448,59374,379572,59478,384290,60294,389938,61062,399084,62848,408762,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76612,Washington,San Juan County,15784,57244,15840,58890,15844,59374,15908,59478,16000,60294,16187,61062,16296,62848,16715,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76613,Washington,Friday Harbor town,2164,57244,2269,58890,2286,59374,2282,59478,2304,60294,2331,61062,2334,62848,2407,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76614,Washington,Balance of San Juan County,13620,57244,13571,58890,13558,59374,13626,59478,13696,60294,13856,61062,13962,62848,14308,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76615,Washington,Skagit County,116951,57244,117578,58890,117733,59374,118295,59478,119907,60294,121414,61062,123390,62848,125619,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76616,Washington,Anacortes city,15763,57244,15850,58890,15876,59374,15954,59478,16172,60294,16361,61062,16626,62848,16953,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76617,Washington,Burlington city,8401,57244,8429,58890,8411,59374,8404,59478,8468,60294,8563,61062,8699,62848,8783,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76618,Washington,Concrete town,704,57244,707,58890,705,59374,702,59478,707,60294,713,61062,723,62848,729,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76619,Washington,Hamilton town,301,57244,301,58890,300,59374,300,59478,302,60294,304,61062,307,62848,309,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76620,Washington,La Conner town,887,57244,889,58890,891,59374,893,59478,902,60294,913,61062,926,62848,939,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76621,Washington,Lyman town,438,57244,441,58890,439,59374,441,59478,450,60294,456,61062,459,62848,468,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76622,Washington,Mount Vernon city,31754,57244,32002,58890,32168,59374,32553,59478,33194,60294,33771,61062,34385,62848,35051,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76623,Washington,Sedro-Woolley city,11069,57244,11092,58890,11069,59374,11057,59478,11169,60294,11274,61062,11474,62848,11838,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76624,Washington,Balance of Skagit County,47634,57244,47867,58890,47874,59374,47991,59478,48543,60294,49059,61062,49791,62848,50549,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76625,Washington,Skamania County,11114,57244,11150,58890,11198,59374,11308,59478,11376,60294,11377,61062,11593,62848,11837,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76626,Washington,North Bonneville city,962,57244,962,58890,960,59374,968,59478,970,60294,968,61062,979,62848,999,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76627,Washington,Stevenson city,1473,57244,1477,58890,1482,59374,1491,59478,1497,60294,1495,61062,1525,62848,1555,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76628,Washington,Balance of Skamania County,8679,57244,8711,58890,8756,59374,8849,59478,8909,60294,8914,61062,9089,62848,9283,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76629,Washington,Snohomish County,715393,57244,721837,58890,731997,59374,744377,59478,757121,60294,769444,61062,786946,62848,801633,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76630,Washington,Arlington city,17988,57244,18039,58890,18279,59374,18608,59478,18742,60294,18852,61062,19064,62848,19212,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76631,Washington,Bothell city (pt.),16481,57244,16697,58890,16925,59374,17105,59478,17202,60294,17368,61062,17596,62848,17856,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76632,Washington,Brier city,6278,57244,6299,58890,6414,59374,6502,59478,6580,60294,6694,61062,6799,62848,6884,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76633,Washington,Darrington town,1349,57244,1355,58890,1360,59374,1369,59478,1372,60294,1381,61062,1396,62848,1406,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76634,Washington,Edmonds city,39798,57244,39923,58890,40348,59374,40574,59478,40738,60294,41164,61062,41709,62848,42209,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76635,Washington,Everett city,103255,57244,103508,58890,104516,59374,105174,59478,106522,60294,107111,61062,108974,62848,110079,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76636,Washington,Gold Bar city,2155,57244,2161,58890,2174,59374,2184,59478,2195,60294,2210,61062,2239,62848,2301,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76637,Washington,Granite Falls city,3400,57244,3415,58890,3442,59374,3461,59478,3485,60294,3508,61062,3552,62848,3604,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76638,Washington,Index town,176,57244,180,58890,182,59374,186,59478,191,60294,196,61062,201,62848,205,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76639,Washington,Lake Stevens city,28253,57244,28614,58890,29022,59374,29834,59478,30161,60294,30727,61062,31584,62848,32785,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76640,Washington,Lynnwood city,35942,57244,36028,58890,36238,59374,36408,59478,36589,60294,36866,61062,38030,62848,38273,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76641,Washington,Marysville city,60180,57244,61217,58890,62283,59374,63154,59478,64904,60294,66532,61062,67565,62848,68864,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76642,Washington,Mill Creek city,18232,57244,18355,58890,18564,59374,18659,59478,19028,60294,19825,61062,20113,62848,20832,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76643,Washington,Monroe city,17359,57244,17408,58890,17499,59374,17687,59478,17859,60294,18029,61062,18378,62848,18789,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76644,Washington,Mountlake Terrace city,19910,57244,19974,58890,20137,59374,20592,59478,20723,60294,20876,61062,21118,62848,21337,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76645,Washington,Mukilteo city,20323,57244,20407,58890,20551,59374,20739,59478,20876,60294,21072,61062,21337,62848,21469,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76646,Washington,Snohomish city,9174,57244,9244,58890,9305,59374,9382,59478,9523,60294,9642,61062,9908,62848,10089,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76647,Washington,Stanwood city,6259,57244,6352,58890,6403,59374,6552,59478,6706,60294,6744,61062,6987,62848,7096,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76648,Washington,Sultan city,4645,57244,4762,58890,4797,59374,4819,59478,4840,60294,4917,61062,5073,62848,5130,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76649,Washington,Woodway city,1297,57244,1299,58890,1310,59374,1324,59478,1336,60294,1350,61062,1367,62848,1378,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76650,Washington,Balance of Snohomish County,302939,57244,306600,58890,312248,59374,320064,59478,327549,60294,334380,61062,343956,62848,351835,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76651,Washington,Spokane County,472006,57244,473291,58890,475372,59374,478407,59478,482923,60294,488899,61062,497437,62848,506152,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76652,Washington,Airway Heights city,7561,57244,7734,58890,7779,59374,7848,59478,7937,60294,8053,61062,8102,62848,8166,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76653,Washington,Cheney city,10728,57244,10669,58890,10993,59374,11188,59478,11335,60294,11466,61062,12159,62848,12446,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76654,Washington,Deer Park city,3669,57244,3675,58890,3711,59374,3783,59478,3857,60294,3939,61062,3994,62848,4080,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76655,Washington,Fairfield town,614,57244,613,58890,611,59374,611,59478,610,60294,613,61062,615,62848,616,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76656,Washington,Latah town,180,57244,181,58890,183,59374,185,59478,185,60294,186,61062,186,62848,187,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76657,Washington,Liberty Lake city,7616,57244,7718,58890,7850,59374,8194,59478,8535,60294,8809,61062,9118,62848,9893,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76658,Washington,Medical Lake city,5060,57244,4905,58890,4892,59374,4896,59478,4920,60294,4914,61062,4938,62848,4957,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76659,Washington,Millwood city,1785,57244,1777,58890,1768,59374,1766,59478,1764,60294,1775,61062,1783,62848,1784,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76660,Washington,Rockford town,473,57244,473,58890,473,59374,473,59478,473,60294,475,61062,476,62848,477,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76661,Washington,Spangle city,278,57244,281,58890,284,59374,286,59478,288,60294,294,61062,300,62848,307,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76662,Washington,Spokane city,209488,57244,208902,58890,209259,59374,209763,59478,210610,60294,212243,61062,215114,62848,217108,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76663,Washington,Spokane Valley city,90030,57244,90660,58890,90646,59374,91356,59478,92752,60294,94359,61062,95851,62848,97847,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76664,Washington,Waverly town,106,57244,105,58890,105,59374,105,59478,105,60294,107,61062,108,62848,108,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76665,Washington,Balance of Spokane County,134418,57244,135598,58890,136818,59374,137953,59478,139552,60294,141666,61062,144693,62848,148176,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76666,Washington,Stevens County,43462,57244,43433,58890,43466,59374,43258,59478,43490,60294,43596,61062,44214,62848,44730,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76667,Washington,Chewelah city,2598,57244,2592,58890,2592,59374,2570,59478,2580,60294,2581,61062,2614,62848,2637,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76668,Washington,Colville city,4682,57244,4675,58890,4672,59374,4638,59478,4682,60294,4687,61062,4736,62848,4765,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76669,Washington,Kettle Falls city,1578,57244,1575,58890,1572,59374,1558,59478,1564,60294,1567,61062,1592,62848,1611,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76670,Washington,Marcus town,183,57244,182,58890,181,59374,180,59478,180,60294,180,61062,182,62848,183,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76671,Washington,Northport town,294,57244,293,58890,293,59374,290,59478,291,60294,291,61062,294,62848,296,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76672,Washington,Springdale town,284,57244,283,58890,283,59374,281,59478,281,60294,281,61062,286,62848,293,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76673,Washington,Balance of Stevens County,33843,57244,33833,58890,33873,59374,33741,59478,33912,60294,34009,61062,34510,62848,34945,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76674,Washington,Thurston County,252954,57244,256241,58890,258421,59374,261798,59478,264969,60294,268148,61062,273923,62848,280588,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76675,Washington,Bucoda town,562,57244,564,58890,564,59374,566,59478,567,60294,569,61062,579,62848,583,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76676,Washington,Lacey city,42731,57244,43442,58890,43965,59374,44797,59478,45300,60294,46131,61062,47387,62848,49748,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76677,Washington,Olympia city,46950,57244,47569,58890,47965,59374,48366,59478,49219,60294,49766,61062,50660,62848,51609,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76678,Washington,Rainier city,1809,57244,1868,58890,1896,59374,1934,59478,1949,60294,1986,61062,2015,62848,2126,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76679,Washington,Tenino city,1690,57244,1694,58890,1694,59374,1701,59478,1719,60294,1744,61062,1813,62848,1830,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76680,Washington,Tumwater city,20168,57244,20525,58890,20894,59374,21238,59478,21543,60294,21879,61062,22384,62848,22973,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76681,Washington,Yelm city,6902,57244,7057,58890,7168,59374,7607,59478,8175,60294,8366,61062,8842,62848,9125,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76682,Washington,Balance of Thurston County,132142,57244,133522,58890,134275,59374,135589,59478,136497,60294,137707,61062,140243,62848,142594,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76683,Washington,Wahkiakum County,3983,57244,3991,58890,3998,59374,4032,59478,4036,60294,4017,61062,4176,62848,4264,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76684,Washington,Cathlamet town,533,57244,530,58890,529,59374,532,59478,531,60294,526,61062,544,62848,553,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76685,Washington,Balance of Wahkiakum County,3450,57244,3461,58890,3469,59374,3500,59478,3505,60294,3491,61062,3632,62848,3711,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76686,Washington,Walla Walla County,58915,57244,59435,58890,59341,59374,59378,59478,59483,60294,59889,61062,59992,62848,60567,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76687,Washington,College Place city,8803,57244,8844,58890,8876,59374,8938,59478,8930,60294,8975,61062,9068,62848,9258,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76688,Washington,Prescott city,306,57244,308,58890,306,59374,303,59478,300,60294,299,61062,298,62848,304,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76689,Washington,Waitsburg city,1219,57244,1224,58890,1217,59374,1207,59478,1194,60294,1189,61062,1189,62848,1195,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76690,Washington,Walla Walla city,32493,57244,32637,58890,32514,59374,32397,59478,32390,60294,32664,61062,32599,62848,32854,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76691,Washington,Balance of Walla Walla County,16094,57244,16422,58890,16428,59374,16533,59478,16669,60294,16762,61062,16838,62848,16956,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76692,Washington,Whatcom County,201520,57244,203447,58890,204878,59374,206189,59478,208112,60294,211713,61062,216274,62848,221404,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76693,Washington,Bellingham city,81334,57244,81883,58890,82347,59374,82669,59478,83401,60294,84976,61062,86926,62848,89045,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76694,Washington,Blaine city,4715,57244,4787,58890,4829,59374,4901,59478,4969,60294,5034,61062,5137,62848,5311,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76695,Washington,Everson city,2466,57244,2494,58890,2521,59374,2526,59478,2535,60294,2565,61062,2617,62848,2699,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76696,Washington,Ferndale city,11449,57244,11710,58890,11953,59374,12342,59478,12756,60294,13119,61062,13571,62848,14026,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76697,Washington,Lynden city,12016,57244,12225,58890,12552,59374,12793,59478,13053,60294,13361,61062,13800,62848,14259,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76698,Washington,Nooksack city,1358,57244,1370,58890,1385,59374,1411,59478,1435,60294,1466,61062,1511,62848,1560,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
76699,Washington,Sumas city,1310,57244,1321,58890,1326,59374,1332,59478,1341,60294,1363,61062,1397,62848,1464,66174,DC Brau Brewing Company,Washington,District of Columbia,UNITED STATES,2009.0,Y,N
